SKU,PO_Qty_Australia_Market,PO_Qty_Canada_Market,PO_Qty_Europe_Market,PO_Qty_US_Market,PO_Qty_Unallocated_PO,STPO_Qty_Australia_Market,STPO_Qty_Canada_Market,STPO_Qty_Europe_Market,STPO_Qty_US_Market,STPO_Qty_Unallocated_PO,STPO_Qty_STPO_Unlinked_To_Market,Effective_ETA_Australia_Market,Effective_ETA_Canada_Market,Effective_ETA_Europe_Market,Effective_ETA_US_Market,Effective_ETA_Unallocated_PO,Effective_ETA_STPO_Unlinked_To_Market,Total_STPO_InTransit_Global,Total_Inventory_Global,Total_Purchased_PO_Qty_Global,Incoming_Total_Qty_Global,Total_Ordered_Sales_Qty_Global,Inv_AGUS011,Inv_ALCA021,Inv_ANAU003,Inv_AUCN,Inv_EMCA001,Inv_EMCA003,Inv_EMCA006,Inv_FFCN,Inv_JDCATOR5,Inv_JDCAYVR2,Inv_JDUSCA4,Inv_JDUSHOU1,Inv_JDUSNJ4,Inv_NLAU001,Inv_NLAU002,Inv_Pierre_Claude_CA,Inv_Pierre_Claude_US,Inv_SKUS004,Inv_SKUS014,Inv_SKUS027,Inv_SWUS005,Inv_SWUS013,Inv_valencia_na_US
12-000392-A01,0,1,0,0,0,0,0,0,0,0,0,,2025-02-13,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000392-A06,0,1,0,2,0,0,0,0,0,0,0,,2025-05-29,,2025-06-14,,,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12-000392-A40,0,0,0,2,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000392B2-A01,0,1,0,0,0,0,0,0,0,0,0,,2025-02-13,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000392B2-A06,0,1,0,2,0,0,0,0,0,0,0,,2025-05-29,,2025-06-14,,,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12-000392B2-A40,0,0,0,2,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000399-A01,0,3,0,0,0,0,0,0,0,0,0,,2025-04-21,,,,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000399B2-A01,0,3,0,0,0,0,0,0,0,0,0,,2025-04-21,,,,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000402-A01,0,3,0,0,0,0,0,0,0,0,0,,2024-09-17,,,,,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000402-A06,0,2,0,2,0,0,0,0,0,0,0,,2025-05-29,,2025-05-29,,,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-000402B2-A01,0,3,0,0,0,0,0,0,0,0,0,,2024-09-17,,,,,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000402B2-A06,0,2,0,2,0,0,0,0,0,0,0,,2025-05-29,,2025-05-29,,,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-000403-A01,0,3,0,0,0,0,0,0,0,0,0,,2024-09-17,,,,,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000403-A06,0,6,0,4,0,0,0,0,0,0,0,,2025-06-03,,2025-06-14,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000403B2-A01,0,3,0,0,0,0,0,0,0,0,0,,2024-09-17,,,,,0,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000403B2-A06,0,6,0,4,0,0,0,0,0,0,0,,2025-06-03,,2025-06-14,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000404-A01-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000404-A01-UK,0,0,0,0,1,0,0,0,0,0,0,,,,,2025-01-30,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000404B2-A01-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000404B2-A01-UK,0,0,0,0,1,0,0,0,0,0,0,,,,,2025-01-30,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000405-A06,0,3,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000405B2-A06,0,3,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000406-A06,0,4,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,3,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000406B2-A06,0,4,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,3,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000407-A06,0,12,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,10,12,12,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12-000407B2-A06,0,12,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,10,12,12,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12-000411ER-A06,0,5,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411LA-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411LA-A06-UK,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-06-03,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411NA-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411RA-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411RA-A06-UK,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-06-03,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000411TM-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412LA-A06,0,2,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412LC-A06,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-06-03,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412NA-A06,0,1,0,0,1,0,0,0,0,0,0,,2025-05-09,,,2025-06-03,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412RA-A06,0,2,0,0,2,0,0,0,0,0,0,,2024-11-06,,,2025-06-03,,0,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412RC-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000412TM-A06,0,2,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,3,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413CR-A06,0,2,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413ER-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413LC-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413NA-A06,0,3,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413RA-A06,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413RC-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000413TM-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-03-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000414TM-A06,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000420-A33,0,7,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000420B2-A33,0,7,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000420B3-A33,0,7,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000420B4-A33,0,7,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000420B5-A33,0,7,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000421-A33,0,2,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000421B2-A33,0,2,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000421B3-A33,0,2,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000421B4-A33,0,2,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000421B5-A33,0,2,0,0,0,0,0,0,0,0,0,,2025-01-13,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000429-A15,0,8,0,0,0,0,0,0,0,0,0,,2025-02-13,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000429B2-A15,0,8,0,0,0,0,0,0,0,0,0,,2025-02-13,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000429B3-A15,0,4,0,0,0,0,0,0,0,0,0,,2024-11-15,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000439-A06,0,9,0,1,0,0,1,0,0,0,0,,2025-05-02,,2024-11-25,,,1,2,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-000439B2-A06,0,9,0,1,0,0,1,0,0,0,0,,2025-05-02,,2024-11-25,,,1,2,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12-000442TM-A06,0,5,0,2,0,0,0,0,0,0,0,,2024-11-06,,2024-07-01,,,0,5,7,7,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12-000460-A01,0,4,0,0,0,0,0,0,0,0,0,,2025-05-03,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000460B2-A01,0,4,0,0,0,0,0,0,0,0,0,,2025-05-03,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000463LA-A35,0,6,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000463LC-A35,0,4,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000463NA-A35,0,10,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,2,10,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000463RA-A35,0,4,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000463RC-A35,0,6,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000489-A13,0,2,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000489B2-A13,0,2,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000489B3-A13,0,2,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000491LA-A06,0,13,0,13,0,0,0,0,0,0,0,,2025-03-01,,2025-05-14,,,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000491LC-A06,0,14,0,14,0,0,0,0,0,0,0,,2025-03-01,,2025-05-14,,,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000491NA-A06,0,14,0,20,0,0,0,0,0,0,0,,2025-03-01,,2025-05-14,,,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000491RA-A06,0,14,0,14,0,0,0,0,0,0,0,,2025-03-01,,2025-05-14,,,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000491RC-A06,0,13,0,13,0,0,0,0,0,0,0,,2025-03-01,,2025-05-14,,,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000492LA-A06,0,16,0,7,0,0,0,0,0,0,0,,2025-03-01,,2025-03-01,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000492LC-A06,0,7,0,16,0,0,0,0,0,0,0,,2025-03-01,,2025-03-01,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000492NA-A06,0,23,0,23,0,0,0,0,0,0,0,,2025-03-01,,2025-03-01,,,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000492RA-A06,0,7,0,16,0,0,0,0,0,0,0,,2025-03-01,,2025-03-01,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000492RC-A06,0,16,0,7,0,0,0,0,0,0,0,,2025-03-01,,2025-03-01,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000496LA-A06,0,9,0,10,0,0,0,0,0,0,0,,2025-05-29,,2025-06-03,,,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000496LC-A06,0,6,0,8,0,0,0,0,0,0,0,,2025-03-01,,2025-04-14,,,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000496NA-A06,0,15,0,18,0,0,0,0,0,0,0,,2025-05-29,,2025-06-03,,,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000496RA-A06,0,6,0,8,0,0,0,0,0,0,0,,2025-03-01,,2025-04-14,,,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000496RC-A06,0,9,0,10,0,0,0,0,0,0,0,,2025-05-29,,2025-06-03,,,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000497LA-A06,0,8,0,0,0,0,0,0,0,0,0,,2025-03-01,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000497LC-A06,0,12,0,0,0,0,0,0,0,0,0,,2025-03-01,,,,,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000497NA-A06,0,20,0,0,0,0,0,0,0,0,0,,2025-03-01,,,,,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000497RA-A06,0,12,0,0,0,0,0,0,0,0,0,,2025-03-01,,,,,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000497RC-A06,0,8,0,0,0,0,0,0,0,0,0,,2025-03-01,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000499LA-A06,0,15,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000499LC-A06,0,19,0,5,0,0,0,0,0,0,6,,2025-03-01,,2025-03-01,,2025-05-18,6,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000499NA-A06,0,34,0,5,0,0,0,0,0,0,6,,2025-05-29,,2025-03-01,,2025-05-18,6,0,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000499RA-A06,0,19,0,5,0,0,0,0,0,0,6,,2025-03-01,,2025-03-01,,2025-05-18,6,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000499RC-A06,0,15,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000500LA-A06,0,0,0,23,0,0,0,0,0,0,0,,,,2025-06-14,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000500LC-A06,0,6,0,11,0,0,0,0,0,0,0,,2025-05-29,,2025-03-01,,,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000500NA-A06,0,6,0,34,0,0,0,0,0,0,0,,2025-05-29,,2025-06-14,,,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000500RA-A06,0,6,0,11,0,0,0,0,0,0,0,,2025-05-29,,2025-03-01,,,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000500RC-A06,0,0,0,23,0,0,0,0,0,0,0,,,,2025-06-14,,,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000531-A01,0,2,0,0,0,0,0,0,0,0,0,,2025-05-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000531B2-A01,0,2,0,0,0,0,0,0,0,0,0,,2025-05-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000538-A40,0,0,0,6,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000538B2-A40,0,0,0,6,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000539-A40,0,0,0,6,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-000539B2-A40,0,0,0,6,0,0,0,0,0,0,0,,,,2025-05-03,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-CU0009D-A06,0,0,0,1,0,0,0,0,0,0,0,,,,2025-06-14,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-CU0021-A33,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-CU0021B2-A33,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-CU0021B3-A33,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-CU0021B4-A33,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1201-TG01RA-CN3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1205-TG04ZR-AL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1205-TG04ZR-CHA,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1205-TG04ZR-EXT,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
13-000003-A03,0,14,0,0,0,0,0,0,0,0,2,,2025-05-09,,,,2025-05-02,2,15,14,16,0,0,0,2,0,0,0,1,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0
13-000003-A03-UK,0,0,0,0,5,0,0,0,0,0,0,,,,,2025-01-30,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-000004-A04,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
13-000005-A16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
13-000007-A06,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-000008-A16,0,0,0,0,0,0,0,0,0,0,3,,,,,,2025-05-02,3,28,0,3,0,0,0,0,0,0,0,0,7,0,7,4,0,0,10,0,0,0,0,0,0,0,0,0
13-000009-A03,0,55,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,134,55,55,0,0,0,16,0,0,0,1,1,43,2,0,0,41,0,0,0,0,0,0,0,14,16,0
13-000009-A03-UK,0,0,0,0,30,0,0,0,0,0,0,,,,,2025-01-30,,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-000010-A03,0,18,0,0,0,0,0,0,0,0,0,,2025-05-09,,,,,0,76,18,18,0,0,0,10,0,0,0,0,0,13,0,1,0,46,0,0,0,0,0,0,0,6,0,0
13-000010-A03-UK,0,0,0,0,10,0,0,0,0,0,0,,,,,2025-01-30,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-000012-A04,0,0,0,0,5,0,0,0,0,0,0,,,,,2025-04-14,,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13-000012-A22,0,10,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,29,10,10,0,0,0,8,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0
13-000013-A04,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
13-000013-A22,0,16,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,28,16,16,0,0,0,10,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0
